appid,title,ml_score,sampled_language,manual_label
com.amaravatiapps.gpstrackermobilenumber.mobilenumberlocationtracker,Gps Tracker Mobile Number Location Tracker,0.255561048,zh,N
com.zx.a2_quickfox,QuickFox，海外华人留学生网络加速工具,0.2074182793,zh,N
com.singoldating.app01,"交友App - Singol, 开始你的约会!",0.1016483373,zh,N
jp.co.roland.zentracker,Roland Zentracker,0.1783443519,zh,N
com.qihoo.smarthome,360扫地机,0.2586695895,zh,N
com.voice.gps.driving.directions.maps.gps.tracker.navigation.find.route,Voice GPS Driving Directions Maps : GPS Navigation,0.01694589621,zh,N
com.at.ewalk.free,E-walk hiking & trekking offline GPS,0.3363696703,zh,N
com.convep.acson,Acson Troubleshooting,0.252670432,zh,N
com.czw.smartkit,Smart King,0.3552170159,zh,N
ut.Huawei.Honor.Magic.Lite.P10.P9.Wallpaper.Theme.Launcher,Theme for Huawei Honor 9 Lite,0.1984192967,zh,N
com.car.chase3d,别被抓了,0.09625422598,zh,N
org.kde.kdeconnect_tp,KDE Connect,0.3917785393,zh,N
com.google.android.dialer,电话,0.1146553978,zh,N
net.simplyadvanced.ltediscovery,LTE Discovery (5G NR),0.09842553047,zh,N
com.trendmicro.directpass.phone,Password Manager - SAVE & CREATE COMPLEX PASSWORD,0.3672366324,zh,N
com.contorra.golfpad,Golf GPS Rangefinder: Golf Pad,0.03927521141,zh,N
com.tmobile.vvm.application,T-Mobile Visual Voicemail,0.1573447101,zh,N
com.tmobile.money,T-Mobile MONEY,0.2942303537,zh,N
com.slydroid.stopwatch,秒表运行跟踪器 - 跑步，慢跑，骑自行车,0.1229720519,zh,N
edu.care.j5.j7.c7.marshmallow.launcher.theme,Theme For Galaxy C7 / Galaxy C7 PRO,0.1324630287,zh,N
felizaniversario.miamor.images,Feliz Aniversario mi Amor,0.2548751857,pt,N
com.wangwai.zipfilemaker,Extrator de arquivo zip sem senha,0.1503672219,pt,N
net.artgamestudio.charadesapp,CharadesApp - Quem sou eu? (Mímicas com Família),0.0006072714968,pt,N
com.amorthearconte.notasdeamorparaminovio,mensagens para o meu namorado,0.04820183367,pt,N
com.mywickr.wickr2,Wickr Me – Private Messenger,0.0552709585,pt,N
com.toyota.toyotaalexa,Toyota+Alexa,0.0636196926,pt,N
com.whatstools.statussaver.directchat.trendingstatus.searchprofile,WhatsTool for Bulk WhatsApp,0.3069965782,pt,N
com.malwarefox.antimalware,MalwareFox Anti-Malware,0.3145938573,pt,N
com.niposoftware.capi.client,Nfield CAPI,0.2978657104,pt,N
com.tgame.girlgenius,Girl Genius!,0.05687689024,pt,N
religiontrue.clothing.jeans.store,TReligion Clothing & Jeans,0.1747729383,pt,N
com.fernandoadolfo.bethefly,Be the Fly,0.13083513,pt,N
com.Rninegamingstudio.HillEscapeIndia,Hill Escape India - 2D Racing Game,0.05451711216,pt,N
com.ralphlauren.android,POLO,0.168793736,pt,N
org.flukeapp,fluke: telefonia personalizada,0.04074752981,pt,N
com.fundayfactory.bl,Bullet League - BATTLE ROYALE,0.002944072459,pt,N
us.ZieliFun.pathfinder,Encontre Pegadas No Seu Quarto (brincadeira),0.3391123369,pt,N
com.ghuman.apps.batterynotifier,Informação do dispositivo,0.06580115455,pt,N
dev.qt.hdl.fakecallandsms,Fake Call and Sms,0.05300222534,pt,N
trunghieu.tnt.samsungdevicetest,Device Checker  *SAM* (Phone and tablet testing),0.04625257165,pt,N
com.honeycommb.infieldchatter,Republic of Baseball,0.02375024357,pt,N
com.certo.android,Certo Mobile Security: Anti Spyware & Spy Detector,0.1844036161,pt,N
com.agadating.married,App de namoro casado - AGA,0.2637559757,pt,N
com.trtf.blue,TypeApp Email - Mail,0.01137279049,pt,N
com.hb.dialer.free,True Phone Dialer & Contacts & Call Recorder,0.05028103325,pt,N
com.truemobile.caller.location.callerid,"Mobile Number Location, Caller ID & Call Blocker",0.03378459644,pt,N
com.cutestudio.filemanager,Gerenciador de arquivos - File Manager,0.2133687619,pt,N
com.yollacalls,Yolla: International Calling,0.004284715403,pt,N
ie.flipdish.fd14127,Luigis Enfield,0.3698056859,pt,N
com.himachalsearch.himenfield,Him Enfield,0.2456024879,pt,N
com.playstrom.bob,Comics Bob,0.01614901149,pt,N
com.bestsimpleapps.hack,I Hacker - Password Break Puzzle Game,0.02007910071,pt,N
com.tabooapp.dating,"Chat, Paquera & Namoro - Yboo",0.2075315402,pt,N
com.firstanvilgames.Cyberpunk.Battleground,Força de fogo: tiro de arma,0.008417507101,pt,N
com.fsn.nykaa.man,Nykaa Man-Men's Grooming Store,0.3314121343,pt,N
cc.coinhunt.android,CoinHunt App,0.1610459289,pt,N
org.videolan.vlc,VLC for Android,0.009314852719,pt,N
gov.wisconsin.dhs.accessmobile,MyACCESS Wisconsin,0.3245446856,pt,N
com.benuis.mensajesdeamor,Frases e mensagens de amor,0.2196924125,pt,N
com.rayandating.seriousRelationship,relacionamentos sérios,0.03498069553,pt,N
fk33.remote,Phone to Tablet Remote for music and video,0.02530544601,pt,N
com.nevergiveup.whatswebclone,WhatsWeb Clone,0.3058341401,pt,Y
com.escape.imposter.rescue,Impostor Escape,0.03130714954,pt,N
com.detective.md,Forensic Master,0.0528901735,pt,N
com.mail.mobile.android.mail,mail.com Mail & Cloud,0.00276268869,pt,N
com.casualbox.studio.butcher,There's a Butcher Around,0.2363073523,pt,N
com.topface.topface,Topface – Paquera Bate-Papo & Namoro,0.1114841935,pt,N
com.famoconnect.identifyanything,Identify Anything - Search By Image,0.2579015149,pt,N
zebi24.kviz_slo,True or False? Trivia Quiz,0.04616330323,pt,N
net.citizennowapp,Citizen Now. US Citizenship,0.003540065998,pt,N
ch.elaso.weldingmanager,KP109/e8,0.4088066049,zh,N
com.ab.projects.bluetooth_camera,Bluetooth Camera,0.5401207987,zh,N
com.abvio.meter.walk,Walkmeter Walking & Hiking GPS,0.4365500833,zh,N
com.airlive.miya,MIYA - 遇見好聲音,0.4014813251,zh,N
com.alienmanfc6.wheresmyandroid,Wheres My Droid,0.9214334733,zh,Y
com.alterco.safewatch_kiddo,MyKi Watch,0.549287439,zh,Y
com.appbyme.app247567,柬单网,0.4063147169,zh,N
com.augmentra.viewranger.android,ViewRanger,0.4008844697,zh,N
com.bal.numberlocation.livemobile.numbertracker,Live Mobile Number Tracker,0.6414751823,zh,N
com.bullguard.mobile.mobilesecurity,Mobile Security and Antivirus,0.9591804835,zh,Y
com.cnu.typekeeper,Typing Saver : Keylogger,0.4225103991,zh,Y
com.cryok.larva,Call recorder,0.9170998477,zh,Y
com.dylan.airtag.detector.pro,Tracker Detect Pro for AirTag,0.4876813851,zh,N
com.englishlocation,Location Tracker:Phone Tracker&Tracking App,0.588044875,zh,Y
com.fiio.control,FiiO Control,0.4248282887,zh,N
com.fw.gps.anytracking,AnyTracking GPS Tracker APP,0.4959675358,zh,Y
com.gayatri.secretsoundrecorder,Secret Sound Recorder,0.5122325061,zh,Y
com.globalhostla.rq910,RQ 910 AM CENTER,0.4035735631,zh,N
com.gpsserver.gpsservermobile,GPS Server Mobile,0.7017861271,zh,Y
com.greenalp.realtimetracker2,Real-Time GPS Tracker 2,0.7556486665,zh,Y
com.hellotracks,Hellotracks - All-in-one location tracking map,0.5975473026,zh,Y
com.indiatracks.intrack,IndiaTracks,0.5562981389,zh,Y
com.inmortal.whathack,Whatshack-2017,0.4266656243,zh,N
com.jiobit.app,Jiobit - More than a GPS Tracker for Kids and Pets,0.7350958997,zh,Y
com.lma.callrecorder,电话录音器,0.9430851282,zh,Y
com.maps.voice.navigation.traffic.gps.location.route.driving.directions,GPS，地图，语音导航和目的地,0.6054675135,zh,N
com.mapswithme.maps.pro,MAPS.ME: 离线地图、旅行指南&导航,0.4006064281,zh,N
com.maptitebalise.MPB,Weenect - GPS,0.4596904841,zh,Y
com.ModwareInc.MZTitanOS,MZ Titan OS,0.40873121,zh,N
com.moussa.updatess,"check android 10 update ,software update",0.4756418284,zh,N
com.myprimetracking.primetracking,PrimeTracking (New),0.5041545155,zh,Y
com.ourpact.androidparent,OurPact 最佳的家长控制，以防止网络成瘾和管理屏幕时间,0.9555434992,zh,Y
com.PHLCollective.FGTeeVSlime,FGTeeV Goozy 网红家庭冒险记,0.4692228025,zh,N
com.phone.number.locator.finderallphons,Mobile Phone Number Locator | track a cell phone,0.6751368812,zh,N
com.rstech.maps.gps.route.finder.number.location.tracker.directions.maps.gpsarea.navigation.compass,"Free GPS Navigation & Maps, Directions",0.4076553282,zh,N
com.screentime.rc,Parental Control - Screen Time & Location Tracker,0.9696323698,zh,Y
com.skibapps.wiretapremoval,WireTap and Spy Removal,0.6093833815,zh,N
com.snkplaymore.android007,THE KING OF FIGHTERS '98,0.4098254226,zh,N
com.taobao.taobao,淘宝,0.4012654613,zh,N
com.timaimee.hband2,H Band 2.0,0.4767033494,zh,N
com.trackimo.app2,Trackimo +,0.5949698186,zh,Y
com.udirc.flyingsee,Flyingsee,0.4007166794,zh,N
com.whatsapp.w4b,WhatsApp Business,0.7264420972,zh,N
com.zoneDeChasse,"Zone de chasse, le GPS des chasseurs.",0.4046079468,zh,N
de.srlabs.snoopsnitch,SnoopSnitch,0.406117781,zh,N
in.onelap.gpstracker,Onelap Telematics - GPS Tracking App,0.4487107506,zh,Y
io.zerion.android,Zerion：投资 DeFi,0.4202506907,zh,N
net.jerryhuang.WeTheDrivers,Track Surge: We The Drivers,0.4014813251,zh,N
pl.tmobile.doctor,T-Mobile Doctor,0.4556121967,zh,N
tw.com.books.android.plus,博客來,0.4014813251,zh,N
au.com.mayohardware.radiantpro,Matador Radiant Pro Bluetooth BBQ Controller,0.5375606473,vi,N
cn.ubia.anyhome,AnyHome,0.4432557405,vi,N
co.bytemark.marta,Breeze Mobile,0.4263908917,vi,N
com.appsmi.mapsandnavigation.gps.locationfind.directions,Bản đồ và Điều hướng GPS,0.687924779,vi,N
com.arjonasoftware.qrscanner,QR code and barcode reader - Fast and without ads,0.4020521885,vi,N
com.becloser,Be Closer: Share your location,0.6993506912,vi,Y
com.clearcare.clearcareconnect,ClearCareGo Caregiver,0.4037800967,vi,N
com.cnu.typekeeper,Typing Saver : Keylogger,0.4225103991,vi,Y
com.delerrok.touchpass,TouchPass Transit,0.445856867,vi,N
com.deowave.missedcallalertplus,Missed Call Alert Plus,0.5981473696,vi,N
com.dexcom.follow,Dexcom Follow,0.4840116007,vi,N
com.ebizzinfotech.whatsappCE,Export Contacts For WhatsApp,0.764314408,vi,N
com.familylocator.familytracker.gps.locationtracker.forandroid,Family Locator - GPS Tracker For Find My Friends,0.999999986,vi,Y
com.genbolt.cam,GENBOLT CAM,0.4640690157,vi,Y
com.glympse.android.glympse,Glympse - Share GPS location,0.6763654467,vi,Y
com.ip_camera_monitor,IP Camera Monitor – Video Surveillance Monitoring,0.9081017806,vi,Y
com.ipc360,IPC360,0.6430840595,vi,Y
com.lifesimple.autowallpaper,Tự động thay đổi hình nền,0.4116246829,vi,N
com.localtvllc.fourwarnme,4WarnMe,0.4017214002,vi,N
com.lux.acnhguide,ACNH Guide,0.4412563302,vi,N
com.mail.emails,Tất cả địa chỉ email trong một ứng dụng,0.4131397763,vi,N
com.mm.android.DMSS,DMSS,0.5147493672,vi,Y
com.mobiledatalabs.mileiq,Mileage Tracker by MileIQ,0.5795063895,vi,N
com.omegacam.cameracloud,OmegaCam Home Security - phone camera & IP camera,0.7878943654,vi,Y
com.passio3.go,Passio GO!,0.4783606092,vi,N
com.phonetrackerofficial1,Điện thoại theo dõi trang web chính thức miễn phí,0.9904072116,vi,Y
com.q2e.firstcentral303901.fcsbonline.uwnmobile,First Central State Bank,0.4522663414,vi,N
com.sew.cus,City Utilities – My Account,0.4239016661,vi,N
com.strava,"Strava: Track Running, Cycling & Swimming",0.4144756652,vi,N
com.supra_elektronik.ipcviewer,Maginon IPC Viewer,0.4886590004,vi,Y
com.sus.scm_ugi,UGI Online Account Center,0.4114484247,vi,N
com.tchibo.ipcviewer,supra IP Security Cam,0.4695907785,vi,Y
com.thevitalitygroup.vitalitytoday,Vitality Today,0.4067128867,vi,N
com.tws.imegacam,iMega Cam,0.4021832969,vi,Y
com.viettel.mtracking.v3,Smart Motor 3.0,0.5738992279,vi,Y
com.vzw.smartlocatorhub,Smart Locator,0.500639393,vi,Y
com.wcsc.android.weather,WCSC Live 5 Weather,0.4017214002,vi,N
com.x.srihome,SriHome,0.4545308284,vi,Y
com.xm.csee.vitacam,Vitacam,0.4546231624,vi,Y
com.zegoggles.smssync,SMS Backup+,0.556659443,vi,Y
com.zoemob.gpstracking,Family Locator em Tracker,0.9999995891,vi,Y
eu.basicairdata.graziano.gpslogger,GPS Logger,0.7602836267,vi,N
family.tracker.my,My Family - Family Locator,0.9938526183,vi,Y
howdy.trojan.vpn,Howdy Trojan VPN,0.4815549303,vi,N
in.winmob.AIORecorder,All-In-One Recorder,0.8870126198,vi,Y
io.faceter.faceter,Faceter – Free DIY Cloud Video Surveillance,0.7369485292,vi,Y
jp.co.zoom.handyrecorder,Handy Recorder (Beta),0.6208299671,vi,N
locat.im,Location Messenger: GPS tracker for family,0.9538794872,vi,Y
me.rtrt.app.sfma,San Francisco Marathon Tracker,0.480404549,vi,N
net.kayisoft.familytracker,Connected - Family Locator - GPS Tracker,0.9993795251,vi,Y
app.geoloc,Takip GPS Konum GeoLocator,0.9996895473,tr,Y
com.androidapp.donttouchmyphone,Telefonuma Dokunma,0.788469232,tr,N
com.antitheft.protection.findstolen.lostphone,Kayıp telefonu bul,0.99992513,tr,N
com.aroundsound.audiorecorder,Aroundsound Audio Recorder,0.5128912105,tr,N
com.as.urllogger,URL Logger,0.618001449,tr,N
com.battery.sound,Charging voice - your battery charge sound,0.434973422,tr,N
com.becloser,Be Closer Aile için GPS konumu,0.7713232231,tr,Y
com.catalinagroup.callrecorder,Arama kaydı - Cube ACR,0.9184387601,tr,Y
com.clap.findmyphone.whistle.phonefinder,Telefonumu Bul: Alkış ve Islık,0.9784625384,tr,N
com.ddm.activity,OS Monitor: Tasks Monitor,0.596844629,tr,N
com.developerinabox.Agent,Agent Video Surveillance,0.5516637655,tr,N
com.discipleskies.android.polarisnavigation,"Polaris GPS: Hiking, Offroad",0.4554111627,tr,N
com.e2esoft.ivcam,iVCam Webcam,0.6377487543,tr,Y
com.easy.donttouch.myfone.antitheft,telefonuma dokunma,0.9911544173,tr,N
com.family_tracker.app,Family Tracker,0.9867938748,tr,Y
com.fbegames.babyfree,BabyFree - Bebek Kamerası & Monitor,0.5697073057,tr,Y
com.flashlight.lite.gps.logger,Ultra GPS Logger Lite,0.8045663717,tr,N
com.fox.voicerecorder.audiorecorder,2 Ways Automatic Call Recorder for phone calls,0.9874897742,tr,Y
com.fragileheart.recorder,MP3 kaydedici,0.6010124382,tr,N
com.google.android.contacts,Kişiler,0.5443515388,tr,Y
com.heavenecom.smartscheduler,AUTO MESSAGE send & reply SMS,0.8853179305,tr,N
com.invoxia.track,Invoxia GPS,0.8014736809,tr,Y
com.kestrels.spointApp,Spoint - Family App For Safety (Location Tracker),0.9992990866,tr,Y
com.latitudelongitude.gpscoordinates,GPS Coordinates,0.9229922865,tr,N
com.life360.android.safetymapd,"Life360 - Aile Konum, GPS Telefon Takip﻿",0.9149974202,tr,Y
com.lma.mp3recorder,MP3 Kaydedici,0.449949862,tr,N
com.makinist.romantik,Romantik Sözler,0.475982668,tr,N
com.mathesoft.smslocation,SMS location,0.5315649619,tr,Y
com.mspy.lite,mLite Aile izleme GPS bulucu,0.999912231,tr,Y
com.mysms.android.sms,mysms SMS Text Messaging Sync,0.5708619425,tr,Y
com.mysticmobileapps.gps.coordinates.lite,GPS Koordinatlarım Lite,0.7423301108,tr,N
com.panaromicapps.calleridtracker,GPS Konumlandırıcı - Konum Paylaşma,0.8964832802,tr,N
com.privotech.donottouch,Telefonumu bul,0.9986485908,tr,Y
com.pronet.panikbutton,Panik Butonu,0.7137098504,tr,N
com.reneph.passwordsafe,Password Safe ve Manager- Güvenli Şifre Yöneticisi,0.6377361021,tr,N
com.salville.inc.trackyourphone,Telefonumu Bul Android,0.9997500074,tr,Y
com.securekids.launcher_reloaded,Parental Control SecureKids,0.6422741584,tr,Y
com.securellc.phone.tracker.caller,Türkçe Mobil İzleyici,0.768441474,tr,N
com.tekxperiastudios.pdfexporter,"E2PDF - Backup Restore SMS,Call,Contact,TrueCaller",0.9888172376,tr,N
com.testlab.family360,"Family360 - Family Locator, GPS Tracker for Safety",0.9876036943,tr,Y
com.twarkapps.phone_monitor,Phone Monitor,0.4961564149,tr,N
com.wangwei.claptofindephone,Find My Phone With Sound,0.9999222544,tr,N
com.zwrecorder.voicerecorder,Voice Recorder - Audio Recorder & Sound Recorder,0.5323820688,tr,N
kz.sirius.kidssecurity,Ebeveyn Kontrolü - GPS Konum,0.9998573742,tr,Y
map.ly.mobile.number.caller.id.blocker,Mobil Numara Bulucu,0.8120508726,tr,N
mobi.drupe.app,İletişim & Telefon - drupe,0.5552630025,tr,Y
org.traccar.client,Traccar Client,0.4916241062,tr,Y
sands.mapCoordinates.android,Harita Koordinatları,0.6070008336,tr,N
v.d.d.answercall,Phone + Contacts and Calls,0.5398497983,tr,Y
whistlephonefinder.findphonebywhistle,Cihazımı bul düdük:Telefon Bul,0.9946582937,tr,N
ca.greenmachines.way.whereareyou,Whizz (SMS Locator),0.5419174699,th,Y
cn.ubia.xshcam,XSH cam,0.4062215348,th,N
co.bytemark.mydart,MyDART Des Moines,0.4663573588,th,N
com.androidlost,Lost Android,0.8625258062,th,Y
com.antonio.family.locator.phone.tracker,ติดตามโทรศัพท์ฟรี,0.9288204566,th,Y
com.app360eyespro,360Eyes Pro,0.5935129851,th,Y
com.arvin.applemessagepro,Message Pro,0.4365336898,th,N
com.austral.gpscartracker.trial,GPS Tracker Car TK SMS Free,0.4876944682,th,Y
com.c.a.inspectware,Inspectware - (Keylogger),0.9153049118,th,Y
com.ccsd.transportation.onboard,CCSD Onboard,0.4883502893,th,N
com.chexsound.audiorecorder,Easy Audio Recorder (no ads),0.5406170971,th,N
com.clevguard.kidsguard.parent,KidsGuard,0.4242605467,th,Y
com.cnu.typekeeper,Typing Saver : Keylogger,0.4225103991,th,Y
com.dan_ru.ProfReminder,"Missed call reminder, Flash on call",0.4405449108,th,N
com.dimonvideo.smstoweb,Auto-forward SMS to Email or Cloud,0.6311678543,th,Y
com.doublemap.iu,DoubleMap Bus Tracker,0.6659575372,th,N
com.ecu.fullstand,Fullstand Next,0.5530459441,th,N
com.frzinapps.smsforward,SMS Forwarder,0.6516948896,th,Y
com.fw.gps.hldw2,GPSONE,0.4808474524,th,Y
com.globalmarinenet.xgate,XGate Satellite Email & Web,0.5341151143,th,N
com.glympse.android.glympse,Glympse - Share GPS location,0.650025249,th,Y
com.gooclient.anycam.neye3ctwo,Neye3c,0.5891957466,th,N
com.google.android.apps.enterprise.cpanel,Google Admin,0.5003472263,th,N
com.hammersecurity,Track it EVEN if it is off,0.9775445915,th,N
com.hopeway.cam.newhope,有我看家,0.5696489472,th,N
com.joyhonest.sports_camera,Sports Camera,0.4391922283,th,N
com.logmein.ignitionpro.android,LogMeIn,0.6897803398,th,Y
com.lu_app.ufcw75,UFCW 75,0.4483183112,th,N
com.manything.manythingviewer,Manything,0.5230768164,th,Y
com.meridian.metsdot,SDDOT 511,0.5306699965,th,N
com.panaromicapps.calleridtracker,Mobile Number Tracker: Find My Phone,0.8358391373,th,N
com.phonetrackerfree.app,Phone Tracker Free,0.9716758502,th,Y
com.rmtheis.mines,Mine Locator Map,0.4220886501,th,N
com.saferkid.parentapp,Text Monitoring Parental Control App: SaferKid,0.8770659664,th,Y
com.SearingMedia.Parrot,Parrot Voice Recorder,0.9419324671,th,Y
com.smart.tracker.easy_tracker,Easy Tracker,0.4153662638,th,Y
com.smsrobot.callrecorder,Call Recorder - Automatic Call Recorder - callX,0.9705183241,th,Y
com.tekxperiastudios.pdfexporter,"E2PDF - Backup Restore SMS,Call,Contact,TrueCaller",0.9892221893,th,N
com.tianxingjian.superrecorder,เครื่องบันทึกเสียง-โปรแกรมอัดเสียง&เครื่องอัดเสียง,0.7969103089,th,N
com.twarkapps.phone_monitor,Phone Monitor,0.4961564149,th,N
com.wavemarket.finder.mobile,T-Mobile FamilyWhere,0.9956809582,th,Y
com.who.detector.app,Find Who Is Tracking You,0.6781169166,th,N
com.yw.acsh2,Yi Tracker 2,0.406640964,th,Y
com.zwcode.p6slite,P6SLite,0.4687148146,th,Y
de.acebit.passworddepot,Password Depot for Android - Password Manager,0.7058802861,th,N
de.goethe.deutschtrainerA1,Deutschtrainer A1,0.4005807224,th,N
de.srlabs.snoopsnitch,SnoopSnitch,0.4232961397,th,N
io.faceter.faceter,Faceter – Free DIY Cloud Video Surveillance,0.7216075478,th,Y
org.mobilegpstracker.client,Phone GPS Tracker – Real Time Phone Locator,0.9996834382,th,Y
ru.perm.trubnikov.gps2sms,GPS to SMS - location sharing,0.4362425017,th,N
app.gpsme,Cемейный GPS трекер KidsControl,0.999804822,ru,Y
cn.samntd.dvrlinker.b1w,B1W-CARCVR,0.4706340428,ru,Y
com.alienmanfc6.wheresmyandroid,Wheres My Droid,0.913968799,ru,Y
com.appsmi.mapsandnavigation.gps.locationfind.directions,GPS карта и навигация,0.7164004831,ru,N
com.ark.software.whatsapp.wmultimessengerandstatussaver,W Dual Messenger - Clone WA Messenger,0.979351543,ru,Y
com.blogspot.turbocolor.winstudio,Студия Окон ПВХ,0.4356159967,ru,N
com.coban.en,TrackerHome,0.4997748983,ru,Y
com.disturbalarm,Часовой режим «Не беспокоить»,0.4470516447,ru,N
com.eques.doorbell,Eques,0.4935646735,ru,N
com.exatools.gpsdata,GPS данные - GPS/Glonass координаты,0.576821624,ru,N
com.family.locator.find.my.kids,Семейный локатор - местоположение GPS,0.9999977173,ru,Y
com.firebreak.whatsclonemessenger,WhatsClone,0.4273971019,ru,Y
com.gps_go,gps-go.com,0.4442684183,ru,Y
com.guillaumepayet.remotenumpad,Remote Numpad,0.5665153504,ru,N
com.gurtam.wialon_local_1504,Wialon Local,0.5228386908,ru,Y
com.gx_cx_10wifi,CX-10WiFi,0.4005784951,ru,N
com.itrybrand.tracker,Protrack GPS,0.5010660897,ru,Y
com.jiobit.app,Jiobit - More than a GPS Tracker for Kids and Pets,0.7350958997,ru,Y
com.landairsea.silvercloud,SilverCloud,0.8183192337,ru,Y
com.macrovideo.v380pro,V380 Pro,0.5722204876,ru,Y
com.meridian.metsdot,SDDOT 511,0.5306699965,ru,N
com.microsoft.azure,Microsoft Azure,0.4224001343,ru,N
com.mm.android.direct.gdmssphoneLite,gDMSS lite,0.6420852303,ru,Y
com.mobilepcmonitor,Pulseway,0.6659231279,ru,Y
com.molink.john.hummingbird1,iSEE+,0.6185525459,ru,N
com.mspy.lite,MLite Cемейный GPS трекер,0.9998148466,ru,Y
com.mysalesforce.mycommunity.C00D80000000bzL1EAI.A0OT3c000000CaR8GAK,PilotCo,0.4243284934,ru,N
com.navixy.xgps.client.app,X-GPS Монитор,0.585687542,ru,Y
com.ozrunways.marvin,RWY by OzRunways,0.4211212086,ru,N
com.pdanet,PdaNet+,0.6836964971,ru,N
com.saferoadsalliance.roadready,RoadReady,0.4692506074,ru,N
com.salesforce.chatter,Salesforce,0.4201432049,ru,N
com.shix.qhipc,HDWifiCamPro,0.4974079278,ru,Y
com.sl.fdq.activity,cTracing,0.4610816079,ru,N
com.snowcorp.soda.android,SODA - Natural Beauty Camera,0.4487842797,ru,N
com.tgelec.aibeile22,Aibeile Plus,0.6090108612,ru,Y
com.vrbo.android,Vrbo Vacation Rentals,0.4183297819,ru,N
com.vti.phoenix.app,VTI Phoenix,0.5280478902,ru,N
com.wifisocket.smart,Wi_Fi Socket,0.4811725463,ru,N
com.wix.admin,Wix Owner: создание сайтов,0.4266645545,ru,N
com.zoho.expense,Expense Reporting and Approval - Zoho,0.5204570197,ru,N
de.erichambuch.forcewifi5,ForceWifi5,0.4491525459,ru,N
family.tracker.my,Моя Семья - Местоположение,0.9982822595,ru,Y
farm.soft.fieldmeasure,GPS. Поля. Измерение площади,0.4923878399,ru,N
io.dcloud.UNI0BBEF11,360GPS,0.5142564109,ru,Y
io.onesoil.scouting,OneSoil Scouting: Farming Tool,0.4827394941,ru,N
org.b1.android.archiver,B1 Archiver zip rar unzip,0.4179863575,ru,N
pl.planmieszkania.android,Floor Plan Creator,0.4241904516,ru,N
ru.v_a_v.celltowerlocator,"Сотовые Вышки, Локатор",0.4517908992,ru,N
ru.wildberries.manager,Wb Manager,0.4246250894,ru,N
co.familykeeper.parents,FamilyKeeper Parental Control,0.9104014893,pt,Y
com.aappstech.flpmaps,Encontre telefone perdido,0.9999035649,pt,Y
com.amali.husbandandwifestickersforwhatsapp,Husband Wife Love Stickers,0.4873825602,pt,N
com.appcorner.videocallrecorder,Video Call Recorder for WhatsApp 2020,0.9915251976,pt,Y
com.appmaker.locationtracker,Rastreador móvel (localização),0.7116747483,pt,N
com.asjlnwawal.callrecorder,Gravador Automático de Chamadas,0.9999760494,pt,Y
com.bitguardian.parentalcontrol,Parental Control : Screen Time & Location Tracker,0.9135389477,pt,Y
com.bkapps.callrecord,gravador de chamadas 2022,0.9984970067,pt,Y
com.brickhouse.trackview,BrickHouse TrackView,0.5679670404,pt,Y
com.callrecord.auto,Gravador de Chamadas,0.9925435188,pt,Y
com.cccis.quickvaldrpapplication,CCC Quick Valuation RF,0.4036176933,pt,N
com.clap.findmyphone.whistle.phonefinder,Ache meu celular,0.9753627491,pt,N
com.contacts.callmanager.app.androdi.free,"SMS , Call Logs , Contacts Backup & Restore",0.605408835,pt,N
com.digitalsolutions.digitalcallrecorder,Gravador de chamadas digital 3,0.7868584188,pt,Y
com.eclipsim.gpsstatus2,GPS Status & Toolbox,0.4373300269,pt,N
com.familylocator.familytracker.gps.locationtracker.forandroid,Localizador Familiar e Celular - Family Locator,0.9999999856,pt,Y
com.find.my.phone.by.clapping.clap.find.my.mobile.alarm.sound,encontre meu telefone aplaude para encontrar meu,0.9980796593,pt,N
com.findphone.findphonebywhistle,Encontrar meu telefone whistle - where is my phone,0.960818304,pt,N
com.flashlight.lite.gps.logger,Ultra GPS Logger Lite,0.8045663717,pt,N
com.geekslab.crpro,Geek Gravador de chamadas,0.5867264697,pt,N
com.google.android.apps.kids.familylink,Google Family Link,0.9685743131,pt,Y
com.harleydavidson.hogmagazine,The Enthusiast,0.4277887988,pt,N
com.idea.backup.smscontacts,Super Restauração de backup,0.8157319785,pt,Y
com.ivanbz.midispositivo,Localizador de telefone celular,0.9852217262,pt,N
com.link.autolink,Vehicle multimedia entertainment APP Autolink,0.4701635671,pt,N
com.logmein.ignitionpro.android,LogMeIn,0.6897803398,pt,Y
com.mapdirection.tracking.route.gpsfinder.drivingplanner,GPS rota rastreamento E mapas,0.6732407875,pt,N
com.media.callrecorder,gravador de chamadas,0.5408664317,pt,Y
com.mehdi.restoreappl,Recover your all account 2021,0.7164284903,pt,N
com.mobincube.tricks_location_real_time.sc_5W26W5,Truques localização tempo real,0.9422239996,pt,N
com.myprog.arpguard,ARP Guard (WiFi Security),0.4636706686,pt,N
com.ourpact.androidparent,OurPact - Controle Parental Screen Time,0.8348050803,pt,Y
com.pastel.sgigps,SGI GPS,0.6701405251,pt,Y
com.probikegarage.app,ProBikeGarage - Bicycle maintenance tracker,0.4529538092,pt,N
com.rudderfishapps.seen,Seen Online tracker Whatsapp,0.5460802068,pt,Y
com.safehouse.bodyguard,BodyGuard Mobile Security,0.4215871884,pt,Y
com.saferkid.parentapp,Text Monitoring Parental Control App: SaferKid,0.8842948374,pt,Y
com.securekids.launcher_reloaded,Parental Control SecureKids,0.6103335008,pt,Y
